t,S_A_nats,dH_std,dK_ball,Pi_std,Pi_ball,Pi_fluct_ball,sqrtF_sld,sqrtF_bures,triad_pure,hatPsi
9.45,1.7315403507089502,3.2834191851353065,7.282114600585612,39.377809699025306,87.33387568865567,46.435310243765876,7.7437820786596365,0.6380083019939564,46.43531024376587,0.1201731904774137
9.5,1.7311775853534126,3.286992435640896,7.283734782193852,39.40414755872571,87.31670843660719,46.39794404749376,7.740793828167946,0.643151329847442,46.39794404749375,0.12007648788194376
9.55,1.730735239843188,3.290480983653435,7.28477242797669,39.42581227022556,87.28452515104216,46.30970628837972,7.73002249673714,0.6484371516531757,46.30970628837972,0.11984813120730015
9.600000000000001,1.7302087586998196,3.293876340023319,7.285255567996074,39.44248730114905,87.23721553683959,46.17216467149173,7.7117550735527045,0.6537794408548939,46.17216467149173,0.11949217762718875
9.650000000000002,1.7295941090161568,3.2971699192555675,7.28521351339922,39.45387962321468,87.17474198356311,45.98746837981483,7.686366910057877,0.6590884493901573,45.98746837981483,0.11901418916272832
9.700000000000003,1.7288878128294913,3.3003530903232265,7.284676140356943,39.45972213828211,87.0971343062285,45.758314879451575,7.654316236244837,0.664276992014071,45.75831487945158,0.11842114677530471
9.750000000000004,1.7280870136863704,3.3034172231860413,7.283673189299888,39.45977760033865,87.00448800291808,45.48790420113131,7.616136497604804,0.6692653390037365,45.48790420113131,0.11772133204848764
9.800000000000004,1.7271895795375836,3.306353732261558,7.282233599545112,39.453844142073,86.89696647977757,45.179881824746914,7.572426674392964,0.6739847902177437,45.179881824746914,0.11692417937492457
9.850000000000005,1.726194241133411,3.309154118412757,7.280384898843883,39.44176237854464,86.77480737653823,44.83827176649753,7.523839845418727,0.6783799793353685,44.83827176649752,0.11604010278787266
9.900000000000006,1.7251007617497296,3.3118100111874034,7.278152666050853,39.423423904703064,86.63833276293312,44.46740190515638,7.471070354364744,0.6824101126418197,44.46740190515638,0.11508030270781903
9.950000000000006,1.723910130585759,3.3143132130586053,7.27556008303126,39.39878083891659,86.4879625927647,44.07182396664285,7.41484002225557,0.6860493935671298,44.07182396664285,0.11405655886495258
10.000000000000007,1.722624768792646,3.316655747273036,7.272627589141016,39.367855904090554,86.32423042663385,43.65623089134507,7.355883919246588,0.6892868585251969,43.65623089134507,0.11298101644827283
10.050000000000008,1.7212487340921538,3.318829910620937,7.2693726482232375,39.33075239514183,86.14780009674924,43.22537450718967,7.294936256036274,0.692125787174025,43.22537450718967,0.11186597304596313
10.100000000000009,1.71978790759345,3.3208283320186047,7.265809634187129,39.28766327007711,85.95948171729428,42.78398648918806,7.232716973432665,0.6945827829284803,42.78398648918806,0.11072367409106644
10.15000000000001,1.7182501449517629,3.3226440372645096,7.261949837020776,39.23887853373699,85.7602452676651,42.33670546891464,7.169919592007057,0.6966865639372475,42.33670546891464,0.10956612422300101
10.20000000000001,1.7166453736305212,3.3242705197272224,7.257801586710282,39.184790068101755,85.55122991450007,41.88801283874188,7.107200828065104,0.6984764730694728,41.888012838741886,0.10840492115084534
10.25000000000001,1.7149856188673636,3.325701816083462,7.253370488179153,39.1258931074271,85.33374730608793,41.44217926647437,7.045172385997629,0.7000007093304895,41.44217926647436,0.10725111723481522
