t,S_A,DeltaH_A,Pi,Pi_avg
5.270541082164328,0.9640803329874119,1.9357388465833272,7.196696763080357,7.722701774637366
5.290581162324649,0.9431571240951733,1.951186034593468,6.942673939986674,7.7197582733745325
5.31062124248497,0.922114600055026,1.966976823734624,6.690044874091965,7.715887170369712
5.33066132264529,0.9003871700797407,1.9830419176082394,6.4305849784690094,7.7110733044824435
5.350701402805611,0.8773618691189362,1.9993054101023382,6.1559721142975175,7.705270688101156
5.370741482965932,0.8524262888202199,2.015685305052388,5.858634312071754,7.698405868859412
5.390781563126252,0.825016516562715,2.032093639895262,5.532596453965749,7.690384352507953
5.410821643286573,0.7946613050924801,2.048437293244084,5.1742427230118535,7.681099697048559
5.430861723446894,0.7610200150585961,2.064618662287504,4.782907677844586,7.670444579330897
5.4509018036072145,0.7239126132608628,2.0805367074575405,4.361216649067781,7.6583228653006294
5.4709418837675345,0.6833416254568319,2.0960880978075216,3.915121786176045,7.644661547493604
5.490981963927855,0.6395063097478887,2.1111684922784777,3.453604127847357,7.6294213386948915
5.511022044088176,0.5928100682117623,2.1256739850382695,2.98804952174358,7.61260477414072
5.531062124248497,0.5438626685060111,2.139502449289353,2.531344639448256,7.594260874737499
5.551102204408817,0.49347884324908775,2.1525550346477056,2.0967725932546295,7.574485737034323
5.571142284569138,0.442675813270453,2.164737579347624,1.696824145396329,7.5534188496090975
5.591182364729459,0.3926732938446873,2.17596193017038,1.34206643554192,7.5312354481302854
5.611222444889779,0.3449023485018947,2.186147137438187,1.0402355292222838,7.508135804290755
5.6312625250501,0.3010361488157429,2.195220489173513,0.7957477835600557,7.484333009891001
5.651302605210421,0.26307427804544303,2.20311835234407,0.6098943274295664,7.46004170712612
5.671342685370742,0.23357109020724554,2.2097868020476557,0.4822236905120328,7.435471925377478
5.691382765531062,0.2162432257751506,2.2151820250607104,0.41433768245774455,7.410836366630392
5.7114228456913825,0.21571245851673626,2.2192704944445945,0.41306717804751053,7.386368642194788
5.731462925851703,0.23060285375885398,2.222028920335146,0.4726493373903007,7.362279027892334
5.751503006012024,0.25513856882772606,2.223443990787962,0.5789464768319161,7.338725789867818
5.771543086172344,0.2852742459732698,2.22351192436439,0.7238100125121573,7.315836807939252
5.791583166332665,0.31827974351331695,2.2222378630941053,0.9004685167474678,7.293714848314453
5.811623246492986,0.35213425533315706,2.2196351401483985,1.1009260116113153,7.27243378701994
5.831663326653306,0.3852948081484315,2.215724460856864,1.3157157011001106,7.252034067547612
5.851703406813627,0.4166009597641386,2.210533038146998,1.5346082681808348,7.232520668914961
5.871743486973948,0.4452328945714523,2.2040937226818587,1.7476905403436547,7.213864784123902
5.891783567134269,0.47069394768152895,2.1964441788413107,1.9465133645516894,7.196009355582979
5.911823647294589,0.4928048339683605,2.1876261123831577,2.1251177972481816,7.178877965183199
5.9318637274549095,0.51170373186355,2.1776846351321373,2.280825957134631,7.162386207580342
5.95190380761523,0.5278481640306742,2.166667754595408,2.4147398095023207,7.146454508257933
5.971943887775551,0.5420113199314409,2.154625969463333,2.531911930264443,7.131021255488724
5.991983967935871,0.5552595508315123,2.141612111237104,2.6411488653348973,7.116055014188211
6.012024048096192,0.5688855267610177,2.1276812725378034,2.754332280634005,7.1015642409870345
6.032064128256513,0.5842654059106265,2.1128909047664064,2.8850770118829105,7.087602362744968
6.052104208416833,0.6026378136442372,2.097301039623982,3.046726858283601,7.074266139957968
6.072144288577154,0.6248782396819641,2.080974615750358,3.2502560598613237,7.061687159431334
6.092184368737475,0.651384810029881,2.0639778529447925,3.5030011334357556,7.050019336395283
6.112224448897796,0.6821122057872286,2.0463806369246487,3.8085358760664563,7.039426253191594
6.132264529058116,0.7166839699929775,2.0282568759136144,4.167142287775297,7.030070279362875
6.152304609218437,0.7545049651532545,2.009684777794478,4.57627525328284,7.022103412395083
6.1723446893787575,0.7948454185859125,1.990746985160482,5.030850464864506,7.015659228098868
6.192384769539078,0.8369004097200392,1.9715305447562523,5.523458079066159,7.010845676005214
6.212424849699398,0.8798347047779516,1.952126657004387,6.04463609853177,7.007738892797904
6.232464929859719,0.9228194709948492,1.9326301882683377,6.583278819962588,7.006378443846509
6.25250501002004,0.9650637868540024,1.9131389209321603,7.127193293349274,7.006764433781022
6.27254509018036,1.0058418405779603,1.8937525421289043,7.66377268521707,7.00885681674738
6.292585170340681,1.0445158367084368,1.8745713800609087,8.18072947823686,7.012577047418775
6.312625250501002,1.0805543452090944,1.8556949162026302,8.666820411910829,7.017811994774763
6.332665330661323,1.113545793100241,1.837220116218649,9.112495909080488,7.024419830466578
6.352705410821643,1.1432068581383932,1.8192396383594254,9.510416648018817,7.032237430521774
6.372745490981964,1.1693856155770108,1.8018399913394922,9.85579604724485,7.04108871145194
6.3927855711422845,1.1920593944932163,1.7850997216542637,10.14654680411327,7.050793267991507
6.4128256513026045,1.2113274208996705,1.769087720773861,10.383229573252146,7.061174689503223
6.432865731462925,1.2273984702398204,1.7538617388216504,10.56881997957064,7.072067997857469
6.452905811623246,1.24057392941323,1.7394671961318489,10.708324782337426,7.0833257588001315
6.472945891783567,1.251226889409348,1.7259363810440522,10.808288104112014,7.094822556162205
6.492985971943887,1.2597782057334934,1.713287838045707,10.876233049863366,7.106457665373593
6.513026052104208,1.2666705968727827,1.7015267186020466,10.92008812819841,7.118155918327044
